features,model,mean_f1,std_f1
concat_raw,"MLP (2048, 2048) lr=0.0001 do=0.0 act=ReLU",0.9818832690067629,0.018116730993237018
concat_raw,"MLP (2048, 1024) lr=0.0001 do=0.0 act=ReLU",0.9818832690067629,0.018116730993237018
backbone_convnextv2,"MLP (512, 512) lr=0.0001 do=0.5 act=ReLU",0.9818832690067629,0.018116730993237018
backbone_convnextv2,"MLP (1024, 512) lr=0.0001 do=0.0 act=ReLU",0.9818832690067629,0.018116730993237018
backbone_convnextv2,"MLP (512, 512) lr=0.0001 do=0.5 act=GELU",0.9818832690067629,0.018116730993237018
backbone_convnextv2,"MLP (1024,) lr=0.0001 do=0.5 act=GELU",0.9818832690067629,0.018116730993237018
backbone_convnextv2,"MLP (1024,) lr=0.0001 do=0.0 act=GELU",0.9818832690067629,0.018116730993237018
backbone_convnextv2,"MLP (1024,) lr=0.0001 do=0.5 act=ReLU",0.9818832690067629,0.018116730993237018
backbone_convnextv2,"MLP (1024,) lr=0.0001 do=0.0 act=ReLU",0.9818832690067629,0.018116730993237018
backbone_convnextv2,"MLP (2048,) lr=0.0001 do=0.5 act=ReLU",0.9818832690067629,0.018116730993237018
backbone_convnextv2,LogReg C=0.01,0.9818832690067629,0.018116730993237018
backbone_convnextv2,LogReg C=0.1,0.9818832690067629,0.018116730993237018
concat_raw,"MLP (2048,) lr=0.0001 do=0.5 act=GELU",0.9818832690067629,0.018116730993237018
concat_raw,"MLP (512, 512) lr=0.0001 do=0.5 act=ReLU",0.9818832690067629,0.018116730993237018
concat_raw,"MLP (512, 512) lr=0.0001 do=0.0 act=GELU",0.9818832690067629,0.018116730993237018
concat_raw,"MLP (512,) lr=0.0001 do=0.5 act=ReLU",0.9818832690067629,0.018116730993237018
concat_raw,"MLP (1024,) lr=0.0001 do=0.0 act=ReLU",0.9818832690067629,0.018116730993237018
concat_raw,"MLP (512,) lr=0.0001 do=0.5 act=GELU",0.9818832690067629,0.018116730993237018
backbone_convnextv2,"MLP (2048, 512) lr=0.0001 do=0.0 act=ReLU",0.9818832690067629,0.018116730993237018
