model,params,params_json,f1
MLP,"layers=(1024, 512, 256)  act=ReLU  drop=0.0  lr=0.0001","{""layers"": ""(1024, 512, 256)"", ""act"": ""ReLU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893682432669524
MLP,"layers=(256, 256, 1024)  act=ReLU  drop=0.0  lr=0.0001","{""layers"": ""(256, 256, 1024)"", ""act"": ""ReLU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893677691085835
MLP,"layers=(1024,)  act=ReLU  drop=0.0  lr=0.0001","{""layers"": ""(1024,)"", ""act"": ""ReLU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893595294293782
MLP,"layers=(1024,)  act=GELU  drop=0.0  lr=0.0001","{""layers"": ""(1024,)"", ""act"": ""GELU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893595294293782
MLP,"layers=(1024,)  act=ReLU  drop=0.2  lr=0.0001","{""layers"": ""(1024,)"", ""act"": ""ReLU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893595294293782
SVM,C=0.1  kernel=linear,"{""C"": 0.1, ""kernel"": ""linear""}",0.9893589390865082
SVM,C=0.01  kernel=linear,"{""C"": 0.01, ""kernel"": ""linear""}",0.9893589390865082
SVM,C=1  kernel=linear,"{""C"": 1, ""kernel"": ""linear""}",0.9893589390865082
SVM,C=100  kernel=linear,"{""C"": 100, ""kernel"": ""linear""}",0.9893589390865082
SVM,C=10  kernel=linear,"{""C"": 10, ""kernel"": ""linear""}",0.9893589390865082
SVM,C=10  gamma=scale  kernel=sigmoid,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""sigmoid""}",0.9893589390865082
SVM,C=0.001  kernel=linear,"{""C"": 0.001, ""kernel"": ""linear""}",0.9893589390865082
MLP,"layers=(1024, 1024, 1024)  act=GELU  drop=0.4  lr=0.01","{""layers"": ""(1024, 1024, 1024)"", ""act"": ""GELU"", ""drop"": 0.4, ""lr"": 0.01}",0.9893588205627221
MLP,"layers=(512, 1024, 512)  act=ReLU  drop=0.2  lr=0.0001","{""layers"": ""(512, 1024, 512)"", ""act"": ""ReLU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893508748536972
MLP,"layers=(512, 1024, 512)  act=ReLU  drop=0.0  lr=0.0001","{""layers"": ""(512, 1024, 512)"", ""act"": ""ReLU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893508748536972
MLP,"layers=(256, 512)  act=GELU  drop=0.0  lr=0.0001","{""layers"": ""(256, 512)"", ""act"": ""GELU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893508748536971
MLP,"layers=(256, 256, 512)  act=GELU  drop=0.0  lr=0.0001","{""layers"": ""(256, 256, 512)"", ""act"": ""GELU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893508748536971
MLP,"layers=(1024, 256, 256)  act=ReLU  drop=0.0  lr=0.0001","{""layers"": ""(1024, 256, 256)"", ""act"": ""ReLU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893508748536971
MLP,"layers=(1024, 256, 256)  act=GELU  drop=0.4  lr=0.0001","{""layers"": ""(1024, 256, 256)"", ""act"": ""GELU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893508748536971
MLP,"layers=(512, 1024, 512)  act=GELU  drop=0.4  lr=0.0001","{""layers"": ""(512, 1024, 512)"", ""act"": ""GELU"", ""drop"": 0.4, ""lr"": 0.0001}",0.989350815591804
MLP,"layers=(1024, 512)  act=ReLU  drop=0.2  lr=0.0001","{""layers"": ""(1024, 512)"", ""act"": ""ReLU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893506401454099
MLP,"layers=(256, 1024)  act=ReLU  drop=0.4  lr=0.01","{""layers"": ""(256, 1024)"", ""act"": ""ReLU"", ""drop"": 0.4, ""lr"": 0.01}",0.9893506401454099
SVM,C=1  gamma=auto  kernel=sigmoid,"{""C"": 1, ""gamma"": ""auto"", ""kernel"": ""sigmoid""}",0.9893506401454099
MLP,"layers=(1024, 512)  act=ReLU  drop=0.0  lr=0.0001","{""layers"": ""(1024, 512)"", ""act"": ""ReLU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893506401454099
MLP,"layers=(1024, 512)  act=ReLU  drop=0.4  lr=0.0001","{""layers"": ""(1024, 512)"", ""act"": ""ReLU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893506401454099
MLP,"layers=(256, 256, 512)  act=GELU  drop=0.4  lr=0.01","{""layers"": ""(256, 256, 512)"", ""act"": ""GELU"", ""drop"": 0.4, ""lr"": 0.01}",0.9893504006953283
MLP,"layers=(256, 256, 1024)  act=ReLU  drop=0.4  lr=0.0001","{""layers"": ""(256, 256, 1024)"", ""act"": ""ReLU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893504006953282
MLP,"layers=(1024, 1024, 1024)  act=ReLU  drop=0.4  lr=0.01","{""layers"": ""(1024, 1024, 1024)"", ""act"": ""ReLU"", ""drop"": 0.4, ""lr"": 0.01}",0.9893503461752294
MLP,"layers=(256, 1024)  act=GELU  drop=0.4  lr=0.01","{""layers"": ""(256, 1024)"", ""act"": ""GELU"", ""drop"": 0.4, ""lr"": 0.01}",0.9893498244228813
MLP,"layers=(1024, 1024)  act=ReLU  drop=0.2  lr=0.0001","{""layers"": ""(1024, 1024)"", ""act"": ""ReLU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893418670459427
MLP,"layers=(1024, 1024)  act=GELU  drop=0.0  lr=0.0001","{""layers"": ""(1024, 1024)"", ""act"": ""GELU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893418670459427
MLP,"layers=(512, 256, 256)  act=GELU  drop=0.0  lr=0.0001","{""layers"": ""(512, 256, 256)"", ""act"": ""GELU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893418670459427
MLP,"layers=(512, 256, 256)  act=ReLU  drop=0.0  lr=0.0001","{""layers"": ""(512, 256, 256)"", ""act"": ""ReLU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893418670459427
MLP,"layers=(512, 256, 512)  act=GELU  drop=0.0  lr=0.0001","{""layers"": ""(512, 256, 512)"", ""act"": ""GELU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893418670459427
MLP,"layers=(1024, 512, 256)  act=GELU  drop=0.4  lr=0.0001","{""layers"": ""(1024, 512, 256)"", ""act"": ""GELU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893418670459427
MLP,"layers=(512, 512, 1024)  act=ReLU  drop=0.0  lr=0.0001","{""layers"": ""(512, 512, 1024)"", ""act"": ""ReLU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893418670459427
MLP,"layers=(512, 512, 1024)  act=GELU  drop=0.2  lr=0.0001","{""layers"": ""(512, 512, 1024)"", ""act"": ""GELU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893418670459427
MLP,"layers=(512, 512, 1024)  act=ReLU  drop=0.2  lr=0.0001","{""layers"": ""(512, 512, 1024)"", ""act"": ""ReLU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893418670459427
MLP,"layers=(1024, 1024)  act=ReLU  drop=0.4  lr=0.0001","{""layers"": ""(1024, 1024)"", ""act"": ""ReLU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893418670459427
MLP,"layers=(1024, 256, 1024)  act=GELU  drop=0.2  lr=0.0001","{""layers"": ""(1024, 256, 1024)"", ""act"": ""GELU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893418670459427
MLP,"layers=(1024, 1024)  act=GELU  drop=0.2  lr=0.0001","{""layers"": ""(1024, 1024)"", ""act"": ""GELU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893418670459427
MLP,"layers=(1024, 1024)  act=GELU  drop=0.4  lr=0.0001","{""layers"": ""(1024, 1024)"", ""act"": ""GELU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893418670459427
MLP,"layers=(1024, 1024)  act=ReLU  drop=0.0  lr=0.0001","{""layers"": ""(1024, 1024)"", ""act"": ""ReLU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893418670459427
MLP,"layers=(1024, 512, 256)  act=GELU  drop=0.2  lr=0.0001","{""layers"": ""(1024, 512, 256)"", ""act"": ""GELU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893418670459427
MLP,"layers=(1024, 256, 512)  act=GELU  drop=0.2  lr=0.0001","{""layers"": ""(1024, 256, 512)"", ""act"": ""GELU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893417461196474
MLP,"layers=(1024, 256, 512)  act=GELU  drop=0.0  lr=0.0001","{""layers"": ""(1024, 256, 512)"", ""act"": ""GELU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893417461196474
MLP,"layers=(512, 1024, 256)  act=ReLU  drop=0.0  lr=0.0001","{""layers"": ""(512, 1024, 256)"", ""act"": ""ReLU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893417461196474
MLP,"layers=(1024, 1024, 512)  act=ReLU  drop=0.2  lr=0.0001","{""layers"": ""(1024, 1024, 512)"", ""act"": ""ReLU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893417461196474
MLP,"layers=(1024, 1024, 512)  act=ReLU  drop=0.0  lr=0.0001","{""layers"": ""(1024, 1024, 512)"", ""act"": ""ReLU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893417461196474
MLP,"layers=(1024, 256, 512)  act=ReLU  drop=0.2  lr=0.0001","{""layers"": ""(1024, 256, 512)"", ""act"": ""ReLU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893417461196474
MLP,"layers=(1024, 256, 512)  act=ReLU  drop=0.0  lr=0.0001","{""layers"": ""(1024, 256, 512)"", ""act"": ""ReLU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893417461196474
MLP,"layers=(1024, 512, 256)  act=GELU  drop=0.4  lr=0.01","{""layers"": ""(1024, 512, 256)"", ""act"": ""GELU"", ""drop"": 0.4, ""lr"": 0.01}",0.9893416915995489
MLP,"layers=(512, 256)  act=ReLU  drop=0.0  lr=0.0001","{""layers"": ""(512, 256)"", ""act"": ""ReLU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893416915995487
MLP,"layers=(512, 256)  act=GELU  drop=0.0  lr=0.0001","{""layers"": ""(512, 256)"", ""act"": ""GELU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893416915995487
MLP,"layers=(512, 256)  act=ReLU  drop=0.2  lr=0.0001","{""layers"": ""(512, 256)"", ""act"": ""ReLU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893416915995487
MLP,"layers=(512, 256, 512)  act=ReLU  drop=0.4  lr=0.0001","{""layers"": ""(512, 256, 512)"", ""act"": ""ReLU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(512, 512, 256)  act=ReLU  drop=0.2  lr=0.0001","{""layers"": ""(512, 512, 256)"", ""act"": ""ReLU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(512, 512, 256)  act=ReLU  drop=0.4  lr=0.0001","{""layers"": ""(512, 512, 256)"", ""act"": ""ReLU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(256, 256, 256)  act=ReLU  drop=0.4  lr=0.0001","{""layers"": ""(256, 256, 256)"", ""act"": ""ReLU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(256, 512, 512)  act=ReLU  drop=0.4  lr=0.0001","{""layers"": ""(256, 512, 512)"", ""act"": ""ReLU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(256, 512, 512)  act=ReLU  drop=0.2  lr=0.0001","{""layers"": ""(256, 512, 512)"", ""act"": ""ReLU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(256, 512, 256)  act=ReLU  drop=0.2  lr=0.0001","{""layers"": ""(256, 512, 256)"", ""act"": ""ReLU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(512, 512, 256)  act=GELU  drop=0.4  lr=0.0001","{""layers"": ""(512, 512, 256)"", ""act"": ""GELU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(256, 1024, 256)  act=ReLU  drop=0.4  lr=0.0001","{""layers"": ""(256, 1024, 256)"", ""act"": ""ReLU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(512, 512, 256)  act=GELU  drop=0.2  lr=0.0001","{""layers"": ""(512, 512, 256)"", ""act"": ""GELU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(512, 256, 256)  act=ReLU  drop=0.4  lr=0.0001","{""layers"": ""(512, 256, 256)"", ""act"": ""ReLU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(256, 1024, 1024)  act=ReLU  drop=0.4  lr=0.0001","{""layers"": ""(256, 1024, 1024)"", ""act"": ""ReLU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(256, 256, 256)  act=GELU  drop=0.2  lr=0.0001","{""layers"": ""(256, 256, 256)"", ""act"": ""GELU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(256, 512, 512)  act=GELU  drop=0.4  lr=0.0001","{""layers"": ""(256, 512, 512)"", ""act"": ""GELU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(256, 512, 512)  act=GELU  drop=0.2  lr=0.0001","{""layers"": ""(256, 512, 512)"", ""act"": ""GELU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(512, 256, 256)  act=GELU  drop=0.4  lr=0.0001","{""layers"": ""(512, 256, 256)"", ""act"": ""GELU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(512, 512, 256)  act=ReLU  drop=0.0  lr=0.0001","{""layers"": ""(512, 512, 256)"", ""act"": ""ReLU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(256, 1024, 256)  act=GELU  drop=0.4  lr=0.0001","{""layers"": ""(256, 1024, 256)"", ""act"": ""GELU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(256, 512, 1024)  act=ReLU  drop=0.4  lr=0.0001","{""layers"": ""(256, 512, 1024)"", ""act"": ""ReLU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(256, 512, 1024)  act=ReLU  drop=0.2  lr=0.0001","{""layers"": ""(256, 512, 1024)"", ""act"": ""ReLU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(256, 256, 512)  act=ReLU  drop=0.4  lr=0.0001","{""layers"": ""(256, 256, 512)"", ""act"": ""ReLU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(256, 256, 1024)  act=GELU  drop=0.4  lr=0.0001","{""layers"": ""(256, 256, 1024)"", ""act"": ""GELU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(512, 1024, 256)  act=ReLU  drop=0.4  lr=0.0001","{""layers"": ""(512, 1024, 256)"", ""act"": ""ReLU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(256, 512, 512)  act=ReLU  drop=0.0  lr=0.0001","{""layers"": ""(256, 512, 512)"", ""act"": ""ReLU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(256, 256, 256)  act=ReLU  drop=0.2  lr=0.0001","{""layers"": ""(256, 256, 256)"", ""act"": ""ReLU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(256, 512)  act=ReLU  drop=0.4  lr=0.0001","{""layers"": ""(256, 512)"", ""act"": ""ReLU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(256, 256, 256)  act=GELU  drop=0.4  lr=0.0001","{""layers"": ""(256, 256, 256)"", ""act"": ""GELU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(1024, 512, 256)  act=ReLU  drop=0.4  lr=0.0001","{""layers"": ""(1024, 512, 256)"", ""act"": ""ReLU"", ""drop"": 0.4, ""lr"": 0.0001}",0.9893413928875738
MLP,"layers=(512, 1024)  act=GELU  drop=0.2  lr=0.01","{""layers"": ""(512, 1024)"", ""act"": ""GELU"", ""drop"": 0.2, ""lr"": 0.01}",0.9893409896590117
MLP,"layers=(256, 512, 512)  act=GELU  drop=0.2  lr=0.01","{""layers"": ""(256, 512, 512)"", ""act"": ""GELU"", ""drop"": 0.2, ""lr"": 0.01}",0.9893320173978534
MLP,"layers=(512, 1024, 1024)  act=ReLU  drop=0.2  lr=0.01","{""layers"": ""(512, 1024, 1024)"", ""act"": ""ReLU"", ""drop"": 0.2, ""lr"": 0.01}",0.9893235526552351
MLP,"layers=(256, 256, 1024)  act=GELU  drop=0.4  lr=0.01","{""layers"": ""(256, 256, 1024)"", ""act"": ""GELU"", ""drop"": 0.4, ""lr"": 0.01}",0.9893235526552351
SVM,C=100  gamma=scale  kernel=rbf,"{""C"": 100, ""gamma"": ""scale"", ""kernel"": ""rbf""}",0.9880855248538046
SVM,C=10  gamma=scale  kernel=rbf,"{""C"": 10, ""gamma"": ""scale"", ""kernel"": ""rbf""}",0.9880855248538046
MLP,"layers=(512, 512, 512)  act=GELU  drop=0.0  lr=0.01","{""layers"": ""(512, 512, 512)"", ""act"": ""GELU"", ""drop"": 0.0, ""lr"": 0.01}",0.9880423337659134
MLP,"layers=(512,)  act=ReLU  drop=0.2  lr=0.0001","{""layers"": ""(512,)"", ""act"": ""ReLU"", ""drop"": 0.2, ""lr"": 0.0001}",0.9880261368341516
MLP,"layers=(512,)  act=ReLU  drop=0.0  lr=0.0001","{""layers"": ""(512,)"", ""act"": ""ReLU"", ""drop"": 0.0, ""lr"": 0.0001}",0.9880261368341516
